variable_name,variable_type
FEB03-RECIP-FILL_XRND,year
MAR03-RECIP-FILL_XRND,year
APR03-RECIP-FILL_XRND,year
MAY03-RECIP-FILL_XRND,year
JUN03-RECIP-FILL_XRND,year
JUL03-RECIP-FILL_XRND,year
AUG03-RECIP-FILL_XRND,year
SEP03-RECIP-FILL_XRND,year
OCT03-RECIP-FILL_XRND,year
NOV03-RECIP-FILL_XRND,year
DEC03-RECIP-FILL_XRND,year
JAN04-RECIP-FILL_XRND,year
FEB04-RECIP-FILL_XRND,year
MAR04-RECIP-FILL_XRND,year
APR04-RECIP-FILL_XRND,year
MAY04-RECIP-FILL_XRND,year
JUN04-RECIP-FILL_XRND,year
JUL04-RECIP-FILL_XRND,year
AUG04-RECIP-FILL_XRND,year
SEP04-RECIP-FILL_XRND,year
OCT04-RECIP-FILL_XRND,year
NOV04-RECIP-FILL_XRND,year
DEC04-RECIP-FILL_XRND,year
JAN05-RECIP-FILL_XRND,year
FEB05-RECIP-FILL_XRND,year
MAR05-RECIP-FILL_XRND,year
APR05-RECIP-FILL_XRND,year
MAY05-RECIP-FILL_XRND,year
JUN05-RECIP-FILL_XRND,year
JUL05-RECIP-FILL_XRND,year
AUG05-RECIP-FILL_XRND,year
SEP05-RECIP-FILL_XRND,year
OCT05-RECIP-FILL_XRND,year
NOV05-RECIP-FILL_XRND,year
DEC05-RECIP-FILL_XRND,year
JAN06-RECIP-FILL_XRND,year
FEB06-RECIP-FILL_XRND,year
MAR06-RECIP-FILL_XRND,year
APR06-RECIP-FILL_XRND,year
MAY06-RECIP-FILL_XRND,year
JUN06-RECIP-FILL_XRND,year
JUL06-RECIP-FILL_XRND,year
AUG06-RECIP-FILL_XRND,year
SEP06-RECIP-FILL_XRND,year
OCT06-RECIP-FILL_XRND,year
NOV06-RECIP-FILL_XRND,year
DEC06-RECIP-FILL_XRND,year
JAN07-RECIP-FILL_XRND,year
FEB08-RECIP-FILL_XRND,year
MAR08-RECIP-FILL_XRND,year
APR08-RECIP-FILL_XRND,year
MAY08-RECIP-FILL_XRND,year
JUN08-RECIP-FILL_XRND,year
JUL08-RECIP-FILL_XRND,year
AUG08-RECIP-FILL_XRND,year
SEP08-RECIP-FILL_XRND,year
OCT08-RECIP-FILL_XRND,year
NOV08-RECIP-FILL_XRND,year
DEC08-RECIP-FILL_XRND,year
JAN09-RECIP-FILL_XRND,year
FEB09-RECIP-FILL_XRND,year
MAR09-RECIP-FILL_XRND,year
JAN10-RECIP-FILL_XRND,year
FEB10-RECIP-FILL_XRND,year
MAR10-RECIP-FILL_XRND,year
APR10-RECIP-FILL_XRND,year
MAY10-RECIP-FILL_XRND,year
JUN10-RECIP-FILL_XRND,year
JUL10-RECIP-FILL_XRND,year
AUG10-RECIP-FILL_XRND,year
SEP10-RECIP-FILL_XRND,year
OCT10-RECIP-FILL_XRND,year
NOV10-RECIP-FILL_XRND,year
DEC10-RECIP-FILL_XRND,year
JAN11-RECIP-FILL_XRND,year
FEB11-RECIP-FILL_XRND,year
MAR11-RECIP-FILL_XRND,year
APR11-RECIP-FILL_XRND,year
MAY11-RECIP-FILL_XRND,year
JUN11-RECIP-FILL_XRND,year
JUL11-RECIP-FILL_XRND,year
AUG11-RECIP-FILL_XRND,year
SEP11-RECIP-FILL_XRND,year
OCT11-RECIP-FILL_XRND,year
NOV11-RECIP-FILL_XRND,year
DEC11-RECIP-FILL_XRND,year
JAN12-RECIP-FILL_XRND,year
FEB12-RECIP-FILL_XRND,year
MAR12-RECIP-FILL_XRND,year
APR12-RECIP-FILL_XRND,year
MAY12-RECIP-FILL_XRND,year
JUN12-RECIP-FILL_XRND,year
JUL12-RECIP-FILL_XRND,year
AUG12-RECIP-FILL_XRND,year
SEP12-RECIP-FILL_XRND,year
OCT12-RECIP-FILL_XRND,year
NOV12-RECIP-FILL_XRND,year
DEC12-RECIP-FILL_XRND,year
JAN13-RECIP-FILL_XRND,year
FEB13-RECIP-FILL_XRND,year
MAR13-RECIP-FILL_XRND,year
APR13-RECIP-FILL_XRND,year
MAY13-RECIP-FILL_XRND,year
JUN13-RECIP-FILL_XRND,year
JUL13-RECIP-FILL_XRND,year
AUG13-RECIP-FILL_XRND,year
SEP13-RECIP-FILL_XRND,year
OCT13-RECIP-FILL_XRND,year
NOV13-RECIP-FILL_XRND,year
DEC13-RECIP-FILL_XRND,year
JAN14-RECIP-FILL_XRND,year
FEB14-RECIP-FILL_XRND,year
MAR14-RECIP-FILL_XRND,year
APR14-RECIP-FILL_XRND,year
MAY14-RECIP-FILL_XRND,year
JUN14-RECIP-FILL_XRND,year
JUL14-RECIP-FILL_XRND,year
AUG14-RECIP-FILL_XRND,year
SEP14-RECIP-FILL_XRND,year
OCT14-RECIP-FILL_XRND,year
NOV14-RECIP-FILL_XRND,year
DEC14-RECIP-FILL_XRND,year
H40-SOURCEYR_XRND,categorical_nominal
H40-CESD~000001_XRND,categorical_ordinal
H40-CESD~000003_XRND,categorical_ordinal
H40-CESD~000004_XRND,categorical_ordinal
H40-CESD~000005_XRND,categorical_ordinal
H40-CESD~000006_XRND,categorical_ordinal
H40-CESD~000008_XRND,categorical_ordinal
H40-CESD~000009_XRND,categorical_ordinal
H40-CESD_SCORE_7_ITEM_XRND,continuous
CESD_IRT_SCORE_7_ITEM_XRND,continuous
CESD_IRT_STANDARD_ERROR_7_ITEM_XRND,continuous
H40-HMNT-1A~M_XRND,categorical_nominal
H40-HMNT-1A~Y_XRND,continuous
H40-HMNT-2_XRND,binary
H40-HMNT-2A~M_XRND,categorical_nominal
H40-HMNT-2A~Y_XRND,continuous
H40-BPAR-1_XRND,binary
H40-BPAR-4_XRND,binary
H40-BPAR-6_XRND,binary
H40-BPAR-9_XRND,binary
H40-SF12_PCS_SCORE_XRND,continuous
H40-SF12_MCS_SCORE_XRND,continuous
H40-SF12-2_XRND,categorical_ordinal
H40-SF12-3_XRND,categorical_ordinal
H40-SF12-3B_XRND,categorical_ordinal
H40-SF12-4_XRND,binary
H40-SF12-4B_XRND,binary
H40-SF12-5_XRND,binary
H40-SF12-5B_XRND,binary
H40-SF12-6_XRND,categorical_ordinal
H40-SF12-7_XRND,categorical_ordinal
H40-SF12-7B_XRND,categorical_ordinal
H40-SF12-7C_XRND,categorical_ordinal
H40-SF12-8_XRND,categorical_ordinal
H40-CHRC-1_XRND,binary
H40-CHRC-2_XRND,binary
H40-CHRC-8_XRND,binary
H40-CHRC-9_XRND,binary
H40-CHRC-9B_XRND,binary
H40-CHRC-10A_XRND,binary
H40-CHRC-10B_XRND,binary
H40-CHRC-10C_XRND,binary
H40-CHRC-10E_XRND,binary
H40-CHRC-10F_XRND,binary
H40-CHRC-10G_XRND,binary
H40-CHRC-10H_XRND,binary
H40-CHRC-10I_XRND,binary
H40-CHRC-10J_XRND,binary
H40-CHRC-10K_XRND,binary
H40-CHRC-10L_XRND,binary
H40-CHRC-10P_XRND,binary
H40-CHRC-10R_XRND,binary
H40-CHRC-10S_XRND,binary
H40-CHRC-10BB_XRND,binary
H40-CHRC-10GG_XRND,binary
H40-CHRC-10GH_XRND,binary
H40-CHRC-11_XRND,binary
H40-CHRC-12_XRND,binary
H40-CHRC-14_XRND,binary
H40-CHRC-15_XRND,binary
H40-CHRC-16_XRND,categorical_ordinal
H40-CHRC-18_XRND,categorical_ordinal
H50-SOURCEYR_XRND,categorical_nominal
H50-CESD_SCORE_7_ITEM_XRND,continuous
H50CESD~000001_XRND,categorical_ordinal
H50CESD~000002_XRND,categorical_ordinal
H50CESD~000003_XRND,categorical_ordinal
H50CESD~000004_XRND,categorical_ordinal
H50CESD~000005_XRND,categorical_ordinal
H50CESD~000006_XRND,categorical_ordinal
H50CESD~000007_XRND,categorical_ordinal
H50CESD~000008_XRND,categorical_ordinal
H50CESD~000009_XRND,categorical_ordinal
H50BPARCHK1_XRND,binary
H50BPARCHK2_XRND,binary
H50BPAR-6_XRND,binary
H50BPAR-9_XRND,binary
H50-SF12_PCS_SCORE_XRND,continuous
H50-SF12_MCS_SCORE_XRND,continuous
H50SF12-2_XRND,categorical_ordinal
H50SF12-3_XRND,categorical_ordinal
H50SF12-3B_XRND,categorical_ordinal
H50SF12-4_XRND,binary
H50SF12-4B_XRND,binary
H50SF12-5_XRND,binary
H50SF12-5B_XRND,binary
H50SF12-6_XRND,categorical_ordinal
H50SF12-7_XRND,categorical_ordinal
H50SF12-7B_XRND,categorical_ordinal
H50SF12-7C_XRND,categorical_ordinal
H50SF12-8_XRND,categorical_ordinal
H50CHRC_CHK1_XRND,binary
H50CHRC-1_XRND,binary
H50CHRC-2_XRND,binary
H50CHRC_CHK3_XRND,binary
H50CHRC-5_XRND,binary
H50CHRC-7B_XRND,binary
H50CHRC_CHK6_XRND,binary
H50CHRC_CHK7_XRND,binary
H50CHRC-9_XRND,binary
H50CHRC-9B_XRND,binary
H50FL-1_XRND,binary
H50FL-2~000001_XRND,categorical_ordinal
H50FL-2~000002_XRND,categorical_ordinal
H50FL-2~000003_XRND,categorical_ordinal
H50FL-2~000004_XRND,categorical_ordinal
H50FL-2~000005_XRND,categorical_ordinal
H50FL-2~000006_XRND,categorical_ordinal
H50FL-2~000007_XRND,categorical_ordinal
H50FL-2~000008_XRND,categorical_ordinal
H50FL-2~000009_XRND,categorical_ordinal
H50FL-2~000010_XRND,categorical_ordinal
H50FL-2~000011_XRND,categorical_ordinal
H50FL-2~000012_XRND,categorical_ordinal
H50SLP-1_XRND,continuous
H50SLP-1B_XRND,continuous
H50SLP-2_XRND,continuous
H50SLP-2B_XRND,continuous
H50SLP-3_XRND,continuous
H50SLP-3B_XRND,continuous
H50SLP-4_XRND,continuous
H50SLP-5~000001_XRND,categorical_ordinal
H50SLP-5~000002_XRND,categorical_ordinal
H50SLP-5~000003_XRND,categorical_ordinal
H50SLP-5~000004_XRND,categorical_ordinal
H50OPEN-1_XRND,binary
CASEID_1979,categorical_nominal
HHID_1979,continuous
Q1-3_A~M_1979,continuous
Q1-3_A~Y_1979,continuous
FAM-POB_1979,binary
FAM-3_1979,binary
FAM-4_1979,binary
FAM-RES_1979,binary
FAM-6_1979,categorical_nominal
FAM-7_1979,continuous
FAM-9_1979,binary
FAM-11_1979,binary
FAM-13A_1979,binary
FAM-13B_1979,binary
FAM-13C_1979,binary
FAM-14_1979,binary
FAM-15_1979,categorical_ordinal
HGC-MOTHER_1979,continuous
FAM-17_1979,binary
FAM-19_1979,categorical_ordinal
FAM-20_1979,binary
FAM-21_1979,categorical_ordinal
FAM-22_1979,binary
HGC-FATHER_1979,continuous
FAM-24_1979,binary
FAM-26_1979,categorical_ordinal
FAM-27_1979,binary
FAM-28A_1979,continuous
FAM-28B_1979,continuous
FAM-28C_1979,continuous
FAM-30_1_1979,continuous
R_REL-1_COL_1979,categorical_nominal
R_REL-1_1979,categorical_nominal
R_REL-2_COL_1979,categorical_nominal
R_REL-2_1979,categorical_nominal
MAR-1_1979,categorical_ordinal
FER-1A_1979,continuous
FER-1B_1979,continuous
Q9-72_1979,binary
FER-3_1979,continuous
FER-4_Y_1979,continuous
Q3-1B_1979,binary
Q3-3_1979,continuous
SCHSUR-1_1979,binary
SCHOOL-10_1979,binary
SCHOOL-11_M_1979,continuous
SCHOOL-11_Y_1979,continuous
SCHOOL-12_1979,binary
SCHOOL-15_1979,binary
SCHOOL-16_000001_1979,categorical_ordinal
SCHOOL-16_000002_1979,categorical_ordinal
SCHOOL-16_000003_1979,categorical_ordinal
SCHOOL-16_000004_1979,categorical_ordinal
SCHOOL-17_1979,categorical_nominal
SCHOOL-21_1979,categorical_ordinal
SCHOOL-32_1979,categorical_ordinal
PAY-2_1979,binary
PAY-2A_000001_1979,binary
PAY-2B_000001_1979,binary
PAY-2B_000002_1979,binary
PAY-2C_000001_1979,binary
PAY-2C_000002_1979,binary
PAY-2D_000001_1979,binary
PAY-2E_000001_1979,binary
PAY-2E_000002_1979,binary
PAY-2F_000001_1979,binary
PAY-2G_000001_1979,binary
WOW-1A_1979,categorical_nominal
WOW-1B_1979,categorical_nominal
WOW-1C_1979,categorical_nominal
WOW-1D_1979,categorical_nominal
WOW-1E_1979,categorical_nominal
WOW-1F_1979,categorical_nominal
WOW-1G_1979,categorical_nominal
WOW-1H_1979,categorical_nominal
WOW-1I_1979,categorical_nominal
WOW-2_1979,binary
WOW-2A_1979,binary
WOW-2B_1979,binary
WOW-2C_1979,binary
WOW-2D_1979,binary
WOW-2E_1979,binary
WOW-2F_1979,binary
WOW-3_1979,binary
WOW-4_1979,binary
MIL-1_1979,binary
ONJOBS-1_1979,binary
ONJOBS-10_1979,binary
ONJOBS-11_1979,binary
ONJOBS-14_1979,binary
ONJOBS-21_1979,binary
ONJOBS-24_1979,binary
ONJOBS-25_1979,binary
ONJOBS-26_1979,binary
LAST-2A_1979,binary
WORK-1_1979,binary
WORK-5_1979,binary
Q8-AGE-1_1979,binary
TRN-7_1979,binary
TRN-8_1979,binary
TRN-9_1979,binary
NAW-1A_1979,binary
NAW-1B_1979,binary
OTHER-1_1979,binary
RES-2_1979,categorical_nominal
RES-2A_1979,binary
ROTTER_SCORE_1979,continuous
INCOME-1C_1_1979,binary
INCOME-1C_3_1979,binary
INCOME-1C_4_1979,binary
INCOME-1C_5_1979,binary
EXP-1_1979,categorical_nominal
EXP-OCC_1979,categorical_nominal
EXP-3_1979,categorical_ordinal
EXP-4A_1979,binary
EXP-4B_1979,binary
EXP-4D_1979,binary
EXP-5_1979,binary
EXP-6_1979,binary
EXP-7_1979,binary
EXP-8_1979,categorical_ordinal
EXP-9_1979,binary
EXP-10_1979,binary
EXP-10A_1979,continuous
SAMPLE_ID_1979,categorical_nominal
HHI-2_1979,categorical_nominal
HHI-7_78SCRN,continuous
HHINEW1_1979,binary
HHI_FINAL_LINENUM.01_1979,continuous
HHI_FINAL_RELCODE_HEAD.01_1979,continuous
HHINEW2_1979,binary
HHI_FINAL_LINENUM.02_1979,continuous
HHI_FINAL_RELCODE_HEAD.02_1979,continuous
HHINEW3_1979,binary
HHI_FINAL_LINENUM.03_1979,continuous
HHI_FINAL_RELCODE_HEAD.03_1979,continuous
HHI_FINAL_GRADECODE.03_1979,continuous
HHI_FINAL_WORK.03_1979,binary
HHINEW4_1979,binary
HHINEW5_1979,binary
HHINEW6_1979,binary
HHINEW7_1979,binary
HHI-28_1979,continuous
HHI-33_1979,categorical_nominal
HHI-36A_1979,binary
HHI-36B_1979,binary
HHI-36C_1979,binary
HHI-36E_1979,binary
HHI-36F_1979,binary
HHI-36G_1979,binary
HHI-36H_1979,binary
HHI-36I_1979,binary
HHI-36J_1979,binary
HHI-36K_1979,binary
HHS-1_78SCRN,categorical_nominal
HHS-5_78SCRN,binary
HHS-6_78SCRN,categorical_nominal
HHS-7_M_78SCRN,continuous
HHS-9_78SCRN,categorical_nominal
HHS-10_78SCRN,binary
HHS-TNFI_TRUNC_78SCRN,continuous
RURAL_78SCRN,binary
HHS-15_78SCRN,categorical_nominal
HHI_SCREENER_GENCODE.01_78SCRN,binary
HHI_SCREENER_AGE.01_78SCRN,continuous
HHI_SCREENER_MARITAL_STATUS.01_78SCRN,categorical_ordinal
HHI_SCREENER_RACE.01_78SCRN,categorical_nominal
HHI_SCREENER_ETHNICITY.01_78SCRN,categorical_nominal
HHI_SCREENER_SPANISH_INHH.01_78SCRN,binary
HHI_SCREENER_SPANISH_SURNAME.01_78SCRN,binary
HHI_SCREENER_RELCODE_HEAD.02_78SCRN,continuous
HHI_SCREENER_GENCODE.02_78SCRN,binary
HHI_SCREENER_AGE.02_78SCRN,continuous
HHI_SCREENER_MARITAL_STATUS.02_78SCRN,categorical_ordinal
HHI_SCREENER_RACE.02_78SCRN,categorical_nominal
HHI_SCREENER_ETHNICITY.02_78SCRN,categorical_nominal
HHI_SCREENER_SPANISH_INHH.02_78SCRN,binary
HHI_SCREENER_SPANISH_SURNAME.02_78SCRN,binary
HHI_SCREENER_RELCODE_HEAD.03_78SCRN,continuous
HHI_SCREENER_GENCODE.03_78SCRN,binary
HHI_SCREENER_AGE.03_78SCRN,continuous
HHI_SCREENER_BIRTHDATE.03~M_78SCRN,continuous
HHI_SCREENER_BIRTHDATE.03~Y_78SCRN,year
HHI_SCREENER_RACE.03_78SCRN,categorical_nominal
HHI_SCREENER_ETHNICITY.03_78SCRN,categorical_nominal
HHI_SCREENER_SPANISH_INHH.03_78SCRN,binary
HHI_SCREENER_SPANISH_SURNAME.03_78SCRN,binary
SAMPLE_RACE_78SCRN,categorical_nominal
SAMPLE_SEX_1979,binary
ENROLLMTREV79_1979,categorical_ordinal
HGCREV79_1979,continuous
FLPOVSTAT_1979,categorical_nominal
NUMCH79_1979,continuous
NUMSPPTR79_XRND,binary
FAM-2_1980,binary
FAM-17_1980,binary
FAM-19_1980,categorical_ordinal
FAM-24_1980,binary
FAM-26_1980,categorical_ordinal
MAR-1A_1980,binary
Q9-69_1980,binary
SCHOOL-1_1980,binary
SCHDIS-1_1980,binary
SCHDIS-3_1980,binary
ONJOBS-1_1980,binary
ONJOBS-42_1980,binary
Q8-18_0_1980,binary
DELIN-AGE_1980,categorical_ordinal
DELIN-4_1980,categorical_ordinal
DELIN-5_1980,categorical_ordinal
DELIN-6_1980,categorical_ordinal
DELIN-7_1980,categorical_ordinal
DELIN-8_1980,categorical_ordinal
DELIN-10_1980,categorical_ordinal
DELIN-11_1980,categorical_ordinal
DELIN-12_1980,categorical_ordinal
DELIN-13_1980,categorical_ordinal
DELIN-14_1980,categorical_ordinal
DELIN-16_1980,categorical_ordinal
DELIN-17_1980,categorical_ordinal
DELIN-18_1980,categorical_ordinal
DELIN-19_1980,categorical_ordinal
DELIN-21_1980,categorical_ordinal
POLICE-1_1980,binary
POLICE-2_1980,binary
POLICE-5_1980,binary
NUMKID80_1980,continuous
HGC_LI_1980,continuous
HGCREV80_1980,continuous
ENROLLMTREV80_1980,categorical_ordinal
NUMCH80_1980,continuous
NUMSPPTR80_XRND,categorical_ordinal
Q1-3_A~M_1981,continuous
Q1-3_A~Y_1981,continuous
MAR-1A_1981,binary
Q9-69_1981,binary
Q8-18_0_1981,binary
INCOME-21_1981,binary
INCOME-22_1981,binary
TIMEUSEWK-1_1981,binary
TIMEUSESCH-1_1981,binary
SRCH-1_1981,binary
TIMEUSESLP-1_000001_1981,continuous
TIMEUSESLP-1_000002_1981,continuous
TIMEUSESLP-1_000003_1981,continuous
TIMEUSESLP-1_000004_1981,continuous
TIMEUSESLP-1_000005_1981,continuous
TIMEUSESLP-1_000006_1981,continuous
TIMEUSESLP-1_000007_1981,continuous
TIMEUSESLP-1B_1981,continuous
TIMEUSETV-2_HRS_1981,continuous
TIMEUSECHORES-1_1981,binary
TIMEUSECHORES-2A_1981,categorical_ordinal
TIMEUSECHORES-2B_1981,categorical_ordinal
TIMEUSECHORES-2C_1981,categorical_ordinal
TIMEUSECHORES-2D_1981,categorical_ordinal
TIMEUSECHORES-2E_1981,categorical_ordinal
TIMEUSECHORES-2F_1981,categorical_ordinal
TIMEUSECHORES-2G_1981,categorical_ordinal
TIMEUSECHORES-2H_1981,categorical_ordinal
TIMEUSECHORES-2I_1981,categorical_ordinal
TIMEUSECHORES-3A_1981,categorical_nominal
TIMEUSECHORES-4_HRS_1981,continuous
TIMEUSECHORES-4_MIN_1981,continuous
TIMEUSECHILDCARE-5_1981,binary
TIMEUSEREADING-10_HRS_1981,continuous
TIMEUSEREADING-10_MIN_1981,continuous
NUMCH_1981,continuous
SAMPWEIGHT_ASVAB_1981,continuous
ASVAB-2_1981,binary
ASVAB-3_1981,continuous
ASVAB-4_1981,continuous
ASVAB-5_1981,continuous
ASVAB-6_1981,continuous
ASVAB-7_1981,continuous
ASVAB-8_1981,continuous
ASVAB-9_1981,continuous
ASVAB-10_1981,continuous
ASVAB-11_1981,continuous
ASVAB-12_1981,continuous
ASVAB-14_1981,continuous
ASVAB-16_1981,continuous
ASVAB-18_1981,continuous
ASVAB-20_1981,continuous
ASVAB-22_1981,continuous
ASVAB-24_1981,continuous
ASVAB-26_1981,continuous
ASVAB-28_1981,continuous
ASVAB-30_1981,continuous
ASVAB-32_1981,continuous
ASVAB-33_1981,continuous
